date,home_team,away_team,home_goals,away_goals,match_importance_tier
2024-04-30,Canada,Qatar,1,1,CONFED_CAMP
2022-05-30,Netherlands,Ecuador,0,1,QUALIFIER
2021-02-16,Mexico,Australia,0,0,QUALIFIER
2026-04-10,USA,Belgium,1,0,QUALIFIER
2022-03-14,Costa Rica,Senegal,2,0,QUALIFIER
2023-01-19,Poland,Argentina,1,1,CONFED_CAMP
2021-11-29,Switzerland,Morocco,0,0,QUALIFIER
2020-02-20,USA,Saudi Arabia,1,1,QUALIFIER
2022-09-09,Argentina,Qatar,0,3,WC_FINAL
2022-06-27,Poland,England,0,0,FRIENDLY
2023-11-22,USA,Denmark,0,0,CONFED_CAMP
2024-07-03,Morocco,Poland,0,1,QUALIFIER
2021-06-04,Senegal,Costa Rica,1,0,CONFED_CAMP
2024-07-16,Morocco,France,1,2,QUALIFIER
2018-08-17,Saudi Arabia,Ghana,1,0,QUALIFIER
2026-01-17,Uruguay,Cameroon,1,1,QUALIFIER
2025-08-17,Netherlands,Serbia,0,0,QUALIFIER
2024-04-02,England,Colombia,1,0,WC_FINAL
2022-02-05,Tunisia,Brazil,0,9,QUALIFIER
2025-04-09,France,Mexico,1,1,QUALIFIER
2024-02-19,Ghana,Ecuador,0,5,FRIENDLY
2021-12-19,Saudi Arabia,Croatia,0,0,FRIENDLY
2025-12-08,Senegal,Switzerland,0,3,CONFED_CAMP
2023-02-09,Mexico,Colombia,1,0,FRIENDLY
2019-01-05,France,USA,2,0,FRIENDLY
2019-12-08,USA,Netherlands,0,0,QUALIFIER
2026-03-10,England,Portugal,5,6,QUALIFIER
2019-05-26,Canada,Poland,0,0,CONFED_CAMP
2019-06-08,Argentina,Saudi Arabia,2,0,QUALIFIER
2020-06-06,Croatia,Saudi Arabia,2,0,QUALIFIER
2021-08-30,Tunisia,Saudi Arabia,2,0,FRIENDLY
2026-01-02,Uruguay,Senegal,0,0,FRIENDLY
2022-05-21,Iran,South Korea,4,1,FRIENDLY
2020-11-23,Poland,Serbia,1,0,FRIENDLY
2021-06-07,Japan,Croatia,0,2,QUALIFIER
2026-03-25,Canada,Ecuador,5,0,CONFED_CAMP
2025-04-05,Portugal,Japan,2,1,QUALIFIER
2020-01-17,Spain,Portugal,2,3,QUALIFIER
2024-07-14,Portugal,Brazil,0,1,CONFED_CAMP
2025-04-03,USA,England,4,0,QUALIFIER
2020-10-14,Serbia,Brazil,0,1,CONFED_CAMP
2023-10-13,Switzerland,Colombia,0,0,QUALIFIER
2020-07-28,Iran,Croatia,0,2,CONFED_CAMP
2026-04-17,USA,Morocco,4,0,QUALIFIER
2024-09-21,Cameroon,South Korea,0,0,QUALIFIER
2019-04-16,USA,Argentina,1,0,QUALIFIER
2020-07-02,Croatia,Qatar,2,3,FRIENDLY
2020-03-31,France,Iran,0,0,QUALIFIER
2019-08-19,England,Japan,3,3,CONFED_CAMP
2019-12-07,England,Portugal,0,0,QUALIFIER
2023-03-31,South Korea,Ecuador,11,0,QUALIFIER
2019-08-26,Saudi Arabia,Poland,1,4,FRIENDLY
2020-11-29,Senegal,Ecuador,6,1,FRIENDLY
2019-08-29,Saudi Arabia,Morocco,0,2,CONFED_CAMP
2019-12-02,Qatar,Mexico,0,0,CONFED_CAMP
2022-02-27,Colombia,France,2,7,CONFED_CAMP
2020-02-26,Poland,Qatar,0,0,CONFED_CAMP
2024-06-05,Iran,Senegal,7,0,WC_FINAL
2022-06-07,Cameroon,Morocco,1,0,QUALIFIER
2020-06-29,France,Portugal,0,1,FRIENDLY
2019-09-26,Australia,Ghana,1,3,CONFED_CAMP
2024-09-13,Australia,Ecuador,3,0,QUALIFIER
2020-12-06,Qatar,Colombia,1,0,FRIENDLY
2026-03-25,Saudi Arabia,Germany,1,0,QUALIFIER
2018-08-17,Brazil,Uruguay,0,0,FRIENDLY
2019-05-17,Colombia,USA,0,0,FRIENDLY
2019-09-28,Denmark,Saudi Arabia,2,1,FRIENDLY
2018-08-03,Germany,Saudi Arabia,0,1,CONFED_CAMP
2022-08-06,Saudi Arabia,Poland,1,0,QUALIFIER
2021-12-24,Colombia,Germany,0,2,QUALIFIER
2023-12-10,Colombia,Portugal,1,1,QUALIFIER
2019-12-25,France,Uruguay,0,1,QUALIFIER
2025-07-15,Tunisia,England,2,1,FRIENDLY
2021-08-26,Costa Rica,Saudi Arabia,0,0,QUALIFIER
2023-09-10,Morocco,Portugal,1,0,QUALIFIER
2024-03-31,Colombia,Belgium,1,0,QUALIFIER
2026-01-27,Uruguay,Croatia,2,1,FRIENDLY
2023-05-09,Denmark,Germany,5,0,QUALIFIER
2024-11-05,Serbia,Argentina,0,0,QUALIFIER
2021-05-23,Serbia,USA,0,6,QUALIFIER
2026-03-21,USA,Serbia,1,0,QUALIFIER
2020-07-31,Australia,Croatia,1,1,FRIENDLY
2025-12-25,England,Argentina,0,0,QUALIFIER
2020-05-24,South Korea,Qatar,0,2,FRIENDLY
2020-09-04,France,Denmark,0,1,CONFED_CAMP
2022-03-28,Belgium,Morocco,0,0,FRIENDLY
2019-01-28,Costa Rica,Saudi Arabia,0,0,QUALIFIER
2025-10-16,Iran,Morocco,3,0,FRIENDLY
2020-11-23,Costa Rica,Netherlands,0,0,QUALIFIER
2020-05-15,Cameroon,Tunisia,2,2,QUALIFIER
2018-10-21,Portugal,Colombia,0,0,QUALIFIER
2023-11-04,Germany,Belgium,1,0,CONFED_CAMP
2022-05-06,Costa Rica,Ecuador,2,3,FRIENDLY
2024-11-10,Ecuador,Saudi Arabia,0,0,FRIENDLY
2025-05-28,Croatia,Argentina,0,1,FRIENDLY
2019-10-17,Senegal,Croatia,2,0,QUALIFIER
2022-05-31,Colombia,Poland,0,3,WC_FINAL
2022-11-04,USA,Switzerland,0,2,FRIENDLY
2023-12-18,Costa Rica,Switzerland,1,1,QUALIFIER
2019-10-25,Argentina,Canada,0,1,FRIENDLY
2020-01-11,Japan,Canada,1,1,QUALIFIER
2021-07-21,France,Qatar,1,2,FRIENDLY
2024-06-08,Senegal,France,1,3,CONFED_CAMP
2020-12-23,England,Mexico,1,0,FRIENDLY
2024-02-16,Canada,Spain,0,2,CONFED_CAMP
2022-11-04,Uruguay,France,0,0,FRIENDLY
2018-03-28,Spain,Netherlands,2,3,CONFED_CAMP
2025-12-15,Denmark,Canada,1,1,QUALIFIER
2022-05-20,Portugal,Poland,3,2,QUALIFIER
2019-09-27,Uruguay,Australia,6,0,QUALIFIER
2022-07-08,Colombia,Uruguay,0,0,QUALIFIER
2025-05-07,Senegal,Serbia,0,1,CONFED_CAMP
2018-09-21,Denmark,Ghana,1,2,QUALIFIER
2021-10-21,South Korea,Argentina,1,0,QUALIFIER
2022-01-22,Germany,Denmark,0,1,QUALIFIER
2020-09-12,Qatar,Croatia,1,3,QUALIFIER
2018-08-24,Switzerland,Belgium,0,5,FRIENDLY
2025-08-02,Brazil,Netherlands,1,1,FRIENDLY
2018-01-11,Canada,Senegal,2,0,QUALIFIER
2023-02-09,England,Belgium,6,0,QUALIFIER
2024-02-25,Australia,Brazil,3,0,CONFED_CAMP
2025-06-19,Portugal,Germany,0,0,CONFED_CAMP
2022-04-15,England,Morocco,2,3,FRIENDLY
2024-12-31,Netherlands,USA,0,0,QUALIFIER
2021-03-03,Netherlands,Poland,2,5,FRIENDLY
2018-11-14,Australia,Japan,1,1,CONFED_CAMP
2022-04-19,Ghana,Morocco,2,1,WC_FINAL
2022-04-09,Spain,England,3,0,FRIENDLY
2024-05-30,Brazil,Spain,1,4,CONFED_CAMP
2022-11-10,Uruguay,England,0,0,QUALIFIER
2021-09-11,Croatia,Colombia,0,1,FRIENDLY
2018-01-22,Colombia,Canada,1,0,CONFED_CAMP
2020-07-31,Senegal,England,0,1,FRIENDLY
2021-06-18,South Korea,Germany,3,1,QUALIFIER
2020-10-02,Ecuador,Serbia,0,0,QUALIFIER
2022-06-05,Serbia,Canada,4,2,FRIENDLY
2018-10-18,Netherlands,Senegal,3,0,QUALIFIER
2023-11-12,Poland,Ghana,0,1,QUALIFIER
2021-05-16,Spain,Morocco,7,0,QUALIFIER
2026-01-22,Serbia,Saudi Arabia,4,1,QUALIFIER
2023-03-06,Cameroon,Ghana,0,0,QUALIFIER
2022-11-10,Saudi Arabia,Qatar,0,1,FRIENDLY
2021-11-24,Senegal,Saudi Arabia,1,0,CONFED_CAMP
2024-04-23,Costa Rica,Saudi Arabia,1,6,FRIENDLY
2018-03-11,Canada,Costa Rica,3,0,CONFED_CAMP
2023-12-21,Japan,Ghana,0,2,QUALIFIER
2024-10-10,Denmark,Mexico,0,0,QUALIFIER
2018-09-24,Morocco,Serbia,1,0,QUALIFIER
2023-09-03,Switzerland,Poland,0,0,QUALIFIER
2020-10-15,Portugal,Ghana,4,1,WC_FINAL
2019-02-03,Serbia,Croatia,2,1,QUALIFIER
2026-03-02,Brazil,Poland,3,0,QUALIFIER
2019-01-08,Tunisia,Colombia,1,0,CONFED_CAMP
2022-04-07,Saudi Arabia,Denmark,0,3,CONFED_CAMP
2021-08-23,Tunisia,Argentina,2,0,QUALIFIER
2022-04-20,Denmark,France,3,0,CONFED_CAMP
2020-02-10,Uruguay,Canada,6,0,QUALIFIER
2022-03-26,Tunisia,Denmark,1,2,FRIENDLY
2023-06-20,Colombia,Mexico,1,0,QUALIFIER
2021-08-28,Netherlands,Poland,0,0,QUALIFIER
2024-02-29,Germany,Saudi Arabia,2,1,CONFED_CAMP
2020-01-12,Costa Rica,Saudi Arabia,4,3,QUALIFIER
2021-06-07,Australia,Argentina,1,0,CONFED_CAMP
2018-07-19,Poland,France,3,1,CONFED_CAMP
2021-04-21,Cameroon,Iran,2,0,CONFED_CAMP
2018-11-27,Ghana,England,2,1,QUALIFIER
2022-03-18,Mexico,Australia,0,0,CONFED_CAMP
2020-07-20,Qatar,Colombia,3,6,QUALIFIER
2020-10-22,Poland,Tunisia,0,0,FRIENDLY
2023-05-25,Saudi Arabia,South Korea,1,1,FRIENDLY
2023-09-10,Spain,Ghana,1,0,QUALIFIER
2024-12-12,Ecuador,Mexico,0,0,QUALIFIER
2022-07-06,Australia,Morocco,0,0,QUALIFIER
2023-10-18,Croatia,Spain,0,2,QUALIFIER
2026-01-19,Iran,Portugal,0,1,QUALIFIER
2024-05-16,Serbia,Croatia,0,0,FRIENDLY
2023-11-14,Poland,Germany,1,3,QUALIFIER
2022-10-28,Uruguay,Spain,1,1,WC_FINAL
2024-11-13,Ecuador,USA,2,0,FRIENDLY
2020-09-30,Uruguay,Saudi Arabia,3,0,QUALIFIER
2018-10-27,Spain,Ecuador,4,0,QUALIFIER
2026-05-07,Portugal,Uruguay,0,0,WC_FINAL
2023-12-25,Senegal,Iran,1,3,QUALIFIER
2023-01-18,Costa Rica,Belgium,0,2,WC_FINAL
2022-08-09,Saudi Arabia,South Korea,0,0,WC_FINAL
2022-06-10,Tunisia,Canada,1,1,QUALIFIER
2026-03-25,Australia,Argentina,0,2,FRIENDLY
2018-09-06,England,Australia,0,0,QUALIFIER
2020-01-14,Colombia,Costa Rica,1,3,WC_FINAL
2023-03-12,Qatar,Portugal,11,0,QUALIFIER
2023-11-01,Cameroon,Poland,0,0,FRIENDLY
2021-09-21,Iran,Serbia,2,3,CONFED_CAMP
2022-06-23,Tunisia,Argentina,3,2,CONFED_CAMP
2022-07-24,Uruguay,Belgium,4,0,FRIENDLY
2025-05-31,Costa Rica,Ghana,0,0,CONFED_CAMP
2019-02-25,Argentina,Denmark,0,2,FRIENDLY
2021-12-09,Germany,Canada,5,1,QUALIFIER
2019-03-01,Serbia,Cameroon,1,0,WC_FINAL
2024-01-29,Colombia,Netherlands,1,2,QUALIFIER
2022-11-08,Brazil,Poland,0,1,FRIENDLY
2024-10-27,Cameroon,Tunisia,0,0,CONFED_CAMP
2019-04-20,USA,Ecuador,3,2,FRIENDLY
2025-09-07,Poland,Australia,0,0,CONFED_CAMP
2020-07-27,Senegal,Saudi Arabia,11,2,CONFED_CAMP
2025-09-19,Ecuador,Croatia,5,4,FRIENDLY
2022-10-19,South Korea,Germany,1,3,CONFED_CAMP
2018-12-05,Argentina,Japan,3,0,FRIENDLY
2021-09-28,Ghana,Senegal,0,2,QUALIFIER
2023-01-30,Morocco,Canada,0,6,CONFED_CAMP
2020-12-25,Senegal,Colombia,2,2,QUALIFIER
2025-07-23,Serbia,Japan,0,0,QUALIFIER
2022-07-04,Senegal,Colombia,2,1,QUALIFIER
2021-10-09,Belgium,Ghana,1,0,QUALIFIER
2020-01-21,Uruguay,Japan,0,1,FRIENDLY
2021-09-04,Denmark,Cameroon,0,0,FRIENDLY
2020-11-01,Spain,Costa Rica,0,0,QUALIFIER
2025-06-13,Costa Rica,Switzerland,1,4,QUALIFIER
2019-03-09,Morocco,Ecuador,1,4,FRIENDLY
2020-07-29,England,Argentina,2,0,FRIENDLY
2019-01-26,Qatar,Switzerland,1,1,QUALIFIER
2022-02-13,Cameroon,Serbia,1,0,QUALIFIER
2021-05-28,Serbia,Croatia,4,0,QUALIFIER
2018-06-13,Uruguay,England,2,1,QUALIFIER
2023-09-26,Mexico,Tunisia,0,0,QUALIFIER
2019-09-18,Denmark,Ecuador,1,0,CONFED_CAMP
2020-02-15,Argentina,France,4,0,QUALIFIER
2026-03-07,Canada,Brazil,1,1,QUALIFIER
2022-08-01,Senegal,Japan,0,1,CONFED_CAMP
2025-04-03,Croatia,Serbia,1,0,QUALIFIER
2026-04-11,Spain,USA,0,0,WC_FINAL
2019-04-03,Croatia,Belgium,1,0,QUALIFIER
2019-06-05,Germany,Denmark,0,1,CONFED_CAMP
2021-01-10,Argentina,Tunisia,3,0,FRIENDLY
2023-09-03,England,Poland,0,1,QUALIFIER
2019-08-04,Switzerland,Colombia,0,2,QUALIFIER
2025-09-27,Iran,Uruguay,2,0,QUALIFIER
2021-09-26,Canada,France,0,1,QUALIFIER
2019-12-05,Mexico,Denmark,0,4,WC_FINAL
2024-05-07,Denmark,Spain,0,1,QUALIFIER
2025-08-19,Belgium,Tunisia,0,1,QUALIFIER
2018-08-22,Australia,England,3,0,QUALIFIER
2026-02-09,Morocco,Qatar,0,1,QUALIFIER
2025-03-27,Portugal,USA,0,2,FRIENDLY
2021-12-29,USA,Croatia,0,0,CONFED_CAMP
2020-01-26,Ecuador,Argentina,2,1,QUALIFIER
2020-04-25,Germany,Uruguay,5,4,QUALIFIER
2022-01-23,USA,Spain,5,3,FRIENDLY
2024-05-20,Qatar,South Korea,3,0,CONFED_CAMP
2022-05-25,Japan,Ecuador,3,0,QUALIFIER
2021-02-17,Costa Rica,Colombia,3,2,QUALIFIER
2023-07-24,Ghana,Australia,0,2,FRIENDLY
2019-08-17,Serbia,Netherlands,1,0,FRIENDLY
2019-02-19,Germany,Morocco,0,0,QUALIFIER
2024-12-13,Ecuador,Saudi Arabia,0,0,CONFED_CAMP
2021-02-27,Croatia,Portugal,0,0,FRIENDLY
2026-03-09,Iran,Belgium,0,4,WC_FINAL
2024-01-26,Canada,Germany,2,0,FRIENDLY
2024-08-03,Morocco,Cameroon,0,1,QUALIFIER
2019-12-02,Canada,South Korea,3,1,QUALIFIER
2019-04-29,Mexico,Switzerland,2,1,QUALIFIER
2018-06-19,Morocco,Ecuador,1,3,QUALIFIER
2018-08-24,Croatia,Colombia,2,4,FRIENDLY
2022-01-14,Tunisia,Saudi Arabia,1,1,CONFED_CAMP
2023-10-23,England,Qatar,1,0,FRIENDLY
2024-01-19,South Korea,Brazil,1,0,FRIENDLY
2022-11-28,Argentina,Morocco,0,0,QUALIFIER
2019-09-20,France,Spain,0,1,FRIENDLY
2020-06-23,Costa Rica,Uruguay,0,1,QUALIFIER
2018-10-21,Australia,Canada,4,0,QUALIFIER
2023-07-04,Germany,Belgium,0,1,WC_FINAL
2022-06-10,Portugal,Qatar,0,0,QUALIFIER
2025-07-25,Iran,Serbia,1,1,QUALIFIER
2018-06-19,Morocco,England,0,2,QUALIFIER
2021-07-04,Germany,Iran,1,0,QUALIFIER
2019-10-05,Argentina,Switzerland,1,3,QUALIFIER
2022-03-25,Cameroon,Colombia,1,3,FRIENDLY
2025-02-13,Serbia,Switzerland,0,1,WC_FINAL
2018-06-10,Australia,Poland,0,0,QUALIFIER
2025-09-29,Senegal,England,1,5,FRIENDLY
2024-11-15,Canada,Costa Rica,0,1,QUALIFIER
2020-12-19,Denmark,Spain,2,1,QUALIFIER
2022-10-17,Cameroon,Portugal,4,0,FRIENDLY
2018-07-09,Spain,Portugal,1,1,QUALIFIER
2022-09-29,Iran,Cameroon,1,0,FRIENDLY
2024-02-12,Senegal,Colombia,0,0,QUALIFIER
2018-10-02,Costa Rica,Portugal,3,1,FRIENDLY
2021-06-30,Qatar,Poland,1,2,CONFED_CAMP
2021-07-15,Senegal,Switzerland,0,0,FRIENDLY
2024-12-28,Ecuador,France,0,1,QUALIFIER
2022-06-29,Argentina,Germany,0,0,FRIENDLY
2026-01-30,Canada,USA,0,3,QUALIFIER
2018-11-30,Portugal,Saudi Arabia,1,1,QUALIFIER
2020-12-08,Croatia,Mexico,1,3,QUALIFIER
2018-12-08,Ecuador,Spain,1,0,QUALIFIER
2024-08-06,Costa Rica,France,1,1,CONFED_CAMP
2024-04-26,South Korea,Australia,0,5,CONFED_CAMP
2019-08-26,France,Tunisia,2,0,QUALIFIER
2024-05-20,Brazil,Iran,0,0,QUALIFIER
2024-11-02,England,USA,0,1,FRIENDLY
2022-06-10,Tunisia,Portugal,2,0,QUALIFIER
2025-11-09,USA,Denmark,4,1,WC_FINAL
2019-10-29,Mexico,Portugal,0,3,FRIENDLY
2018-04-05,Australia,Qatar,3,0,FRIENDLY
2024-03-16,Uruguay,Argentina,0,0,FRIENDLY
2019-01-18,Australia,Costa Rica,0,5,QUALIFIER
2021-09-11,Australia,South Korea,0,0,FRIENDLY
2024-05-13,Ecuador,Serbia,0,0,WC_FINAL
2019-05-24,Morocco,Spain,0,1,QUALIFIER
2021-08-06,South Korea,Japan,3,1,CONFED_CAMP
2023-03-28,Costa Rica,Qatar,0,0,QUALIFIER
2018-01-17,Japan,Senegal,1,0,QUALIFIER
2020-07-09,Switzerland,Denmark,0,0,CONFED_CAMP
2019-11-24,Tunisia,USA,6,3,QUALIFIER
2018-04-25,Mexico,Canada,0,1,CONFED_CAMP
2019-04-25,Iran,Uruguay,1,0,QUALIFIER
2018-03-30,Germany,Tunisia,1,0,FRIENDLY
2021-04-04,Spain,Iran,2,0,FRIENDLY
2023-10-28,Japan,Colombia,1,0,QUALIFIER
2025-07-07,Spain,Australia,1,0,QUALIFIER
2024-11-29,Switzerland,France,4,1,FRIENDLY
2026-02-06,Germany,Iran,3,0,CONFED_CAMP
2020-07-13,Japan,Tunisia,3,1,FRIENDLY
2020-05-22,Tunisia,USA,0,1,FRIENDLY
2022-08-26,Denmark,Costa Rica,2,2,CONFED_CAMP
2024-05-25,Colombia,Argentina,0,1,QUALIFIER
2019-12-24,Portugal,Brazil,4,3,WC_FINAL
2021-01-02,France,Belgium,1,0,QUALIFIER
2024-08-26,Netherlands,Morocco,0,3,QUALIFIER
2020-01-17,Ecuador,Colombia,0,0,QUALIFIER
2020-12-11,Canada,Senegal,0,3,QUALIFIER
2023-03-05,Poland,Iran,0,2,QUALIFIER
2022-04-15,Qatar,South Korea,0,0,QUALIFIER
2018-05-21,Costa Rica,Ecuador,1,3,FRIENDLY
2024-10-10,Morocco,Saudi Arabia,0,0,CONFED_CAMP
2023-02-26,France,Mexico,1,0,QUALIFIER
2024-11-04,Tunisia,Belgium,2,3,CONFED_CAMP
2023-07-24,Croatia,Qatar,1,5,QUALIFIER
2023-12-12,Ecuador,Morocco,1,2,QUALIFIER
2020-10-12,Serbia,Saudi Arabia,2,3,FRIENDLY
2022-05-11,Saudi Arabia,Ghana,0,0,FRIENDLY
2021-10-31,Serbia,Uruguay,0,0,CONFED_CAMP
2025-01-02,USA,Canada,1,0,FRIENDLY
2022-05-30,Morocco,Ghana,1,1,QUALIFIER
2025-12-08,Colombia,Australia,0,2,QUALIFIER
2020-09-21,Uruguay,Iran,3,0,WC_FINAL
2023-03-12,Ecuador,Brazil,3,1,WC_FINAL
2024-01-02,Denmark,Uruguay,0,0,FRIENDLY
2018-03-24,Denmark,South Korea,1,0,QUALIFIER
2023-11-13,Denmark,Cameroon,5,1,WC_FINAL
2024-10-25,Ghana,Switzerland,0,3,FRIENDLY
2023-09-11,Canada,Netherlands,0,0,QUALIFIER
2026-01-14,Qatar,Morocco,0,2,FRIENDLY
2024-01-24,Germany,Serbia,0,2,QUALIFIER
2018-08-06,Canada,Belgium,0,1,FRIENDLY
2022-04-01,Tunisia,Denmark,3,2,QUALIFIER
2026-04-12,England,Ecuador,5,0,WC_FINAL
2019-10-03,Iran,Cameroon,0,0,QUALIFIER
2025-06-25,England,Denmark,3,0,QUALIFIER
2020-05-05,Belgium,Ghana,1,3,QUALIFIER
2019-02-18,Switzerland,Poland,0,0,CONFED_CAMP
2020-10-29,Serbia,Canada,2,1,CONFED_CAMP
2023-03-26,Colombia,Iran,1,0,QUALIFIER
2025-07-23,Ghana,Croatia,3,0,QUALIFIER
2019-05-14,Ghana,USA,2,1,FRIENDLY
2021-09-03,Tunisia,Mexico,2,0,FRIENDLY
2019-12-02,Cameroon,Colombia,0,0,FRIENDLY
2026-01-24,England,Brazil,0,0,FRIENDLY
2021-05-19,Tunisia,England,8,3,QUALIFIER
2018-04-24,Japan,Brazil,1,0,WC_FINAL
2021-12-23,Iran,France,0,0,FRIENDLY
2018-02-16,Spain,Mexico,1,1,CONFED_CAMP
2024-07-22,Senegal,Belgium,1,2,QUALIFIER
2018-07-28,Senegal,Spain,0,0,FRIENDLY
2024-07-19,Portugal,Australia,2,7,QUALIFIER
2023-08-07,Serbia,Netherlands,3,0,FRIENDLY
2024-08-05,Poland,Ecuador,3,1,FRIENDLY
2025-02-10,Canada,Poland,2,0,QUALIFIER
2025-06-13,Japan,Colombia,1,0,CONFED_CAMP
2022-09-03,Argentina,South Korea,2,1,QUALIFIER
2021-12-13,Ecuador,Poland,2,0,QUALIFIER
2025-11-24,Belgium,Denmark,0,1,FRIENDLY
2021-09-04,Spain,Ghana,7,1,QUALIFIER
2024-05-27,South Korea,Switzerland,1,1,QUALIFIER
2020-03-17,Serbia,Canada,2,1,FRIENDLY
2024-06-18,Serbia,Cameroon,2,1,QUALIFIER
2024-09-08,Japan,Cameroon,0,2,CONFED_CAMP
2025-12-05,Australia,Portugal,0,2,FRIENDLY
2023-06-08,France,Denmark,5,0,FRIENDLY
2023-07-27,Tunisia,Netherlands,2,0,WC_FINAL
2026-01-08,Saudi Arabia,Tunisia,0,1,FRIENDLY
2019-03-29,Tunisia,Germany,0,0,CONFED_CAMP
2022-02-12,Qatar,Morocco,1,1,CONFED_CAMP
2024-01-18,Cameroon,USA,1,5,QUALIFIER
2020-06-26,Croatia,Senegal,1,3,FRIENDLY
2018-06-15,Colombia,Spain,2,2,QUALIFIER
2024-01-30,USA,Uruguay,2,0,CONFED_CAMP
2023-11-03,Croatia,Australia,0,0,CONFED_CAMP
2025-10-26,Ghana,England,1,1,FRIENDLY
2025-05-26,Serbia,Morocco,4,0,QUALIFIER
2022-06-03,Ghana,Australia,1,0,CONFED_CAMP
2025-11-15,Japan,Belgium,4,2,QUALIFIER
2023-11-06,Australia,Iran,0,0,QUALIFIER
2022-04-16,South Korea,Tunisia,1,0,QUALIFIER
2023-04-08,England,Canada,0,4,QUALIFIER
2021-01-27,Denmark,England,1,0,QUALIFIER
2018-09-24,Uruguay,Denmark,1,0,FRIENDLY
2024-04-04,Canada,Denmark,6,2,QUALIFIER
2020-08-16,Canada,Poland,1,0,QUALIFIER
2024-12-21,Japan,England,4,0,QUALIFIER
2023-09-15,Costa Rica,Japan,0,0,FRIENDLY
2020-02-24,Germany,Serbia,0,3,FRIENDLY
2023-08-25,Iran,Serbia,0,0,FRIENDLY
2025-05-05,Mexico,Portugal,2,1,FRIENDLY
2024-04-19,Spain,Senegal,1,0,QUALIFIER
2023-06-02,Iran,Colombia,0,3,FRIENDLY
2024-05-01,USA,Denmark,2,3,QUALIFIER
2019-05-12,Spain,Croatia,1,0,FRIENDLY
2021-01-31,Brazil,USA,1,0,QUALIFIER
2019-06-28,Australia,France,2,4,QUALIFIER
2020-12-05,Cameroon,Mexico,0,4,QUALIFIER
2021-03-26,Argentina,Morocco,1,0,QUALIFIER
2022-03-31,Mexico,Croatia,0,3,FRIENDLY
2022-05-09,Denmark,Morocco,0,0,CONFED_CAMP
2021-12-03,Australia,Uruguay,0,1,QUALIFIER
2025-11-22,Qatar,Uruguay,0,1,FRIENDLY
2024-06-21,Uruguay,Saudi Arabia,2,1,FRIENDLY
2018-02-28,Canada,Spain,0,0,FRIENDLY
2018-05-24,South Korea,Australia,1,0,QUALIFIER
2019-12-23,Poland,Qatar,1,0,CONFED_CAMP
2021-03-26,France,Netherlands,0,0,FRIENDLY
2019-07-18,Cameroon,England,0,0,QUALIFIER
2020-08-04,Belgium,Germany,1,3,QUALIFIER
2018-08-27,Spain,Ghana,0,0,QUALIFIER
2022-03-08,Costa Rica,Brazil,4,0,QUALIFIER
2024-12-05,Brazil,Spain,0,0,WC_FINAL
2025-08-29,South Korea,Belgium,1,0,WC_FINAL
2024-05-30,USA,Iran,0,0,QUALIFIER
2023-11-21,Switzerland,Costa Rica,0,1,QUALIFIER
2024-06-14,Uruguay,Morocco,0,0,FRIENDLY
2022-06-05,Belgium,Mexico,2,0,FRIENDLY
2023-05-18,England,Senegal,2,0,QUALIFIER
2020-11-06,France,Costa Rica,1,0,QUALIFIER
2025-10-04,Qatar,Tunisia,1,1,CONFED_CAMP
2024-02-22,Brazil,Tunisia,3,3,QUALIFIER
2024-06-22,France,Spain,0,1,QUALIFIER
2020-05-12,South Korea,Colombia,0,1,QUALIFIER
2020-07-15,Iran,Germany,1,1,QUALIFIER
2018-03-17,Ecuador,Tunisia,0,1,QUALIFIER
2021-11-10,Ecuador,Canada,1,0,QUALIFIER
2022-06-26,England,USA,8,5,QUALIFIER
2019-07-13,Ghana,Uruguay,0,0,WC_FINAL
2025-03-21,Portugal,Belgium,0,1,FRIENDLY
2026-04-08,Netherlands,Australia,2,1,FRIENDLY
2022-12-04,Australia,Ghana,4,2,QUALIFIER
2019-04-22,Canada,Tunisia,6,3,QUALIFIER
2024-04-05,Netherlands,Serbia,2,0,FRIENDLY
2023-10-04,Uruguay,Ghana,1,0,QUALIFIER
2026-03-22,Saudi Arabia,Belgium,1,1,QUALIFIER
2021-05-08,Germany,Uruguay,8,2,QUALIFIER
2021-08-10,Costa Rica,Croatia,0,0,FRIENDLY
2025-12-20,Qatar,Cameroon,0,1,QUALIFIER
2025-05-27,Ecuador,Ghana,0,2,QUALIFIER
2025-10-24,Uruguay,Brazil,2,0,CONFED_CAMP
2019-07-12,Spain,Costa Rica,1,1,QUALIFIER
2018-11-04,Saudi Arabia,France,11,0,FRIENDLY
2025-04-08,Switzerland,Saudi Arabia,0,0,QUALIFIER
2024-03-11,Spain,Australia,1,2,CONFED_CAMP
2019-01-16,Spain,Iran,7,1,FRIENDLY
2018-05-18,Uruguay,Saudi Arabia,0,1,CONFED_CAMP
2023-12-28,Iran,France,1,0,QUALIFIER
2022-08-21,Morocco,Saudi Arabia,0,1,CONFED_CAMP
2020-10-27,South Korea,Morocco,9,0,QUALIFIER
2022-03-26,Morocco,Canada,1,0,WC_FINAL
2020-07-03,France,Belgium,3,0,QUALIFIER
2023-08-15,Qatar,Tunisia,3,0,WC_FINAL
2023-10-03,South Korea,Cameroon,0,1,QUALIFIER
2019-10-03,Japan,USA,0,4,CONFED_CAMP
2023-01-09,Serbia,Croatia,1,1,QUALIFIER
2019-10-11,Colombia,Argentina,0,0,FRIENDLY
